workerid,proliferate.condition,time_in_minutes,error
1140,list6,3.6917833333333334,
1293,list6,1.6394333333333333,
1226,list6,2.91135,
1318,list6,2.6311666666666667,
1494,list6,3.781416666666667,
1276,list6,4.227916666666666,
1485,list6,2.4606166666666667,
1602,list6,10.4461,
1444,list6,2.4135,
1581,list6,2.1973,
1242,list6,3.71795,
1121,list6,2.2468166666666667,
1334,list6,2.748,
1186,list6,2.0438833333333335,
1455,list6,2.7575833333333333,
1579,list6,3.6211166666666665,
1362,list6,4.253683333333333,
1352,list6,1.9650166666666664,
1218,list6,2.2712,
