"utterance","correct_answer","rt","feature_type","response","correct_color","slide_number_in_experiment","feature","correct_material","object","workerid","Answer.time_in_minutes","label","item","speaker_cond"
"","['yes']",NA,"['color']","[1434, 'yes']","['silver']","10","['silver']","['metal']","",28,5.80633333333333,"spoon_metal_original","['spoon']","list1"
"","['no']",NA,"['material']","[1471, 'no']","['blue']","11","['paper']","['metal']","",28,5.80633333333333,"spoon_metal_blue","['spoon']","list1"
"","['no']",NA,"['color']","[1593, 'no']","['blue']","12","['silver']","['plastic']","",28,5.80633333333333,"cup_plastic_blue","['cup']","list1"
"","['yes']",NA,"['material']","[1646, 'yes']","['blue']","13","['plastic']","['plastic']","",28,5.80633333333333,"spoon_plastic_blue","['spoon']","list1"
"","['no']",NA,"['color']","['Late', 'no']","['blue']","14","['purple']","['metal']","",28,5.80633333333333,"bowl_metal_blue","['bowl']","list1"
"","['no']",NA,"['material']","[1871, 'no']","['clear']","15","['cardboard']","['glass']","",28,5.80633333333333,"bowl_glass_original","['bowl']","list1"
"","['yes']",NA,"['material']","[1711, 'yes']","['white']","16","['plastic']","['plastic']","",28,5.80633333333333,"pitcher_plastic_original","['pitcher']","list1"
"","['no']",NA,"['color']","[1993, 'yes']","['blue']","17","['clear']","['paper']","",28,5.80633333333333,"plate_paper_blue","['plate']","list1"
"","['no']",NA,"['color']","[1535, 'no']","['blue']","18","['green']","['plastic']","",28,5.80633333333333,"pitcher_plastic_blue","['pitcher']","list1"
"","['no']",NA,"['material']","['Late', 'yes']","['white']","19","['denim']","['plastic']","",28,5.80633333333333,"spoon_plastic_original","['spoon']","list1"
"","['no']",NA,"['color']","['Late', '']","['blue']","20","['silver']","['glass']","",28,5.80633333333333,"bottle_glass_blue","['bottle']","list1"
"","['yes']",NA,"['material']","[1448, 'yes']","['blue']","21","['plastic']","['plastic']","",28,5.80633333333333,"bottle_plastic_blue","['bottle']","list1"
"","['no']",NA,"['color']","['Late', 'no']","['blue']","22","['clear']","['denim']","",28,5.80633333333333,"jacket_denim_original","['jacket']","list1"
"","['yes']",NA,"['color']","[1720, 'yes']","['purple']","23","['purple']","['wood']","",28,5.80633333333333,"chair_wood_purple","['chair']","list1"
"","['no']",NA,"['color']","['Late', 'no']","['purple']","24","['silver']","['metal']","",28,5.80633333333333,"chair_metal_purple","['chair']","list1"
"","['yes']",NA,"['color']","[1456, 'yes']","['brown']","25","['brown']","['rubber']","",28,5.80633333333333,"boot_rubber_brown","['boot']","list1"
"","['no']",NA,"['material']","[1425, 'no']","['brown']","26","['cardboard']","['wood']","",28,5.80633333333333,"chair_wood_original","['chair']","list1"
"","['no']",NA,"['material']","[1542, 'yes']","['green']","27","['denim']","['leather']","",28,5.80633333333333,"jacket_leather_green","['jacket']","list1"
"","['yes']",NA,"['color']","['Late', 'yes']","['blue']","28","['blue']","['metal']","",28,5.80633333333333,"pitcher_metal_blue","['pitcher']","list1"
"","['no']",NA,"['material']","[1683, 'yes']","['blue']","29","['plastic']","['glass']","",28,5.80633333333333,"pitcher_glass_blue","['pitcher']","list1"
"","['yes']",NA,"['material']","[1801, 'yes']","['blue']","30","['wood']","['wood']","",28,5.80633333333333,"spoon_wood_blue","['spoon']","list1"
"","['no']",NA,"['color']","['Late', '']","['green']","31","['purple']","['paper']","",28,5.80633333333333,"bag_paper_green","['bag']","list1"
"","['yes']",NA,"['color']","['Late', 'no']","['blue']","32","['blue']","['wood']","",28,5.80633333333333,"box_wood_blue","['box']","list1"
"","['yes']",NA,"['material']","[1468, 'yes']","['green']","33","['wood']","['wood']","",28,5.80633333333333,"chair_wood_green","['chair']","list1"
"","['yes']",NA,"['color']","[1537, 'yes']","['green']","34","['green']","['plastic']","",28,5.80633333333333,"bottle_plastic_green","['bottle']","list1"
"","['no']",NA,"['material']","[1360, 'yes']","['silver']","35","['leather']","['metal']","",28,5.80633333333333,"pitcher_metal_original","['pitcher']","list1"
"","['yes']",NA,"['color']","[1690, 'yes']","['blue']","36","['blue']","['plastic']","",28,5.80633333333333,"chair_plastic_original","['chair']","list1"
"","['no']",NA,"['material']","[1799, 'no']","['blue']","37","['leather']","['wood']","",28,5.80633333333333,"table_wood_blue","['table']","list1"
"","['no']",NA,"['material']","['Late', 'no']","['clear']","38","['metal']","['plastic']","",28,5.80633333333333,"cup_plastic_original","['cup']","list1"
"","['yes']",NA,"['color']","[1873, 'yes']","['green']","39","['green']","['metal']","",28,5.80633333333333,"table_metal_green","['table']","list1"
"","['yes']",NA,"['material']","[1664, 'no']","['blue']","40","['cardboard']","['cardboard']","",28,5.80633333333333,"box_cardboard_blue","['box']","list1"
"","['no']",NA,"['color']","['Late', 'no']","['green']","41","['brown']","['wood']","",28,5.80633333333333,"box_wood_green","['box']","list1"
"","['no']",NA,"['material']","[1652, 'yes']","['brown']","42","['rubber']","['leather']","",28,5.80633333333333,"boot_leather_brown","['boot']","list1"
"","['no']",NA,"['color']","[1669, 'no']","['purple']","43","['red']","['plastic']","",28,5.80633333333333,"chair_plastic_purple","['chair']","list1"
"","['yes']",NA,"['material']","[1559, 'no']","['green']","44","['plastic']","['plastic']","",28,5.80633333333333,"plate_plastic_green","['plate']","list1"
"","['yes']",NA,"['material']","[1472, 'yes']","['green']","45","['glass']","['glass']","",28,5.80633333333333,"pitcher_glass_green","['pitcher']","list1"
"","['no']",NA,"['color']","[1383, 'no']","['white']","46","['brown']","['plastic']","",28,5.80633333333333,"bag_plastic_original","['bag']","list1"
"","['yes']",NA,"['material']","[1591, 'yes']","['green']","47","['metal']","['metal']","",28,5.80633333333333,"chair_metal_green","['chair']","list1"
"","['yes']",NA,"['color']","[1296, 'yes']","['silver']","48","['silver']","['metal']","",28,5.80633333333333,"chair_metal_original","['chair']","list1"
"","['no']",NA,"['material']","[1450, 'no']","['brown']","49","['plastic']","['wood']","",28,5.80633333333333,"table_wood_original","['table']","list1"
"","['no']",NA,"['color']","[1967, 'no']","['black']","50","['clear']","['leather']","",28,5.80633333333333,"jacket_leather_original","['jacket']","list1"
"","['no']",NA,"['material']","[1329, 'no']","['green']","51","['denim']","['metal']","",28,5.80633333333333,"bowl_metal_green","['bowl']","list1"
"","['no']",NA,"['color']","[1277, 'no']","['black']","52","['red']","['leather']","",28,5.80633333333333,"boot_leather_original","['boot']","list1"
"","['yes']",NA,"['color']","[1279, 'yes']","['green']","53","['green']","['wood']","",28,5.80633333333333,"spoon_wood_green","['spoon']","list1"
"","['no']",NA,"['color']","[1582, 'no']","['brown']","54","['clear']","['wood']","",28,5.80633333333333,"spoon_wood_original","['spoon']","list1"
"","['yes']",NA,"['color']","[1353, 'yes']","['blue']","55","['blue']","['paper']","",28,5.80633333333333,"bag_paper_blue","['bag']","list1"
"","['no']",NA,"['material']","[1231, 'no']","['green']","56","['leather']","['metal']","",28,5.80633333333333,"cup_metal_green","['cup']","list1"
"","['yes']",NA,"['material']","[1390, 'yes']","['brown']","57","['paper']","['paper']","",28,5.80633333333333,"bag_paper_original","['bag']","list1"
"","['yes']",NA,"['color']","[1213, 'no']","['purple']","58","['purple']","['leather']","",28,5.80633333333333,"jacket_leather_purple","['jacket']","list1"
"","['yes']",NA,"['color']","[1211, 'yes']","['blue']","59","['blue']","['metal']","",28,5.80633333333333,"cup_metal_blue","['cup']","list1"
"","['no']",NA,"['color']","[1463, 'yes']","['clear']","60","['black']","['glass']","",28,5.80633333333333,"pitcher_glass_original","['pitcher']","list1"
"","['yes']",NA,"['material']","[1489, 'yes']","['green']","61","['metal']","['metal']","",28,5.80633333333333,"pitcher_metal_green","['pitcher']","list1"
"","['no']",NA,"['material']","[1860, 'no']","['brown']","62","['leather']","['cardboard']","",28,5.80633333333333,"box_cardboard_original","['box']","list1"
"","['no']",NA,"['color']","[1640, 'no']","['blue']","63","['clear']","['plastic']","",28,5.80633333333333,"plate_plastic_original","['plate']","list1"
"","['yes']",NA,"['material']","[1477, 'yes']","['green']","64","['metal']","['metal']","",28,5.80633333333333,"spoon_metal_green","['spoon']","list1"
"","['no']",NA,"['material']","[1961, 'yes']","['blue']","65","['leather']","['metal']","",28,5.80633333333333,"table_metal_blue","['table']","list1"
"","['yes']",NA,"['material']","[1319, 'yes']","['green']","66","['leather']","['leather']","",28,5.80633333333333,"boot_leather_green","['boot']","list1"
"","['yes']",NA,"['color']","[1441, 'yes']","['green']","67","['green']","['glass']","",28,5.80633333333333,"bottle_glass_green","['bottle']","list1"
"","['no']",NA,"['material']","[1577, 'no']","['green']","68","['glass']","['paper']","",28,5.80633333333333,"plate_paper_green","['plate']","list1"
"","['yes']",NA,"['material']","[1312, 'yes']","['silver']","69","['metal']","['metal']","",28,5.80633333333333,"table_metal_original","['table']","list1"
"","['yes']",NA,"['color']","[1784, 'yes']","['green']","70","['green']","['plastic']","",28,5.80633333333333,"bag_plastic_green","['bag']","list1"
"","['no']",NA,"['material']","[1649, 'no']","['blue']","71","['wood']","['plastic']","",28,5.80633333333333,"bag_plastic_blue","['bag']","list1"
"","['yes']",NA,"['color']","[1477, 'yes']","['purple']","72","['purple']","['denim']","",28,5.80633333333333,"jacket_denim_purple","['jacket']","list1"
"","['yes']",NA,"['color']","[1255, 'yes']","['green']","73","['green']","['glass']","",28,5.80633333333333,"bowl_glass_green","['bowl']","list1"
"","['no']",NA,"['color']","['Late', 'no']","['green']","74","['pink']","['plastic']","",28,5.80633333333333,"spoon_plastic_green","['spoon']","list1"
"","['no']",NA,"['color']","[1849, 'no']","['green']","75","['red']","['cardboard']","",28,5.80633333333333,"box_cardboard_green","['box']","list1"
"","['yes']",NA,"['material']","[927, 'yes']","['silver']","76","['metal']","['metal']","",28,5.80633333333333,"cup_metal_original","['cup']","list1"
"","['no']",NA,"['material']","[1514, 'no']","['green']","77","['paper']","['rubber']","",28,5.80633333333333,"boot_rubber_original","['boot']","list1"
"","['yes']",NA,"['material']","[1519, 'yes']","['blue']","78","['glass']","['glass']","",28,5.80633333333333,"bowl_glass_blue","['bowl']","list1"
"","['yes']",NA,"['color']","[1342, 'yes']","['green']","79","['green']","['plastic']","",28,5.80633333333333,"cup_plastic_green","['cup']","list1"
"","['no']",NA,"['color']","[1719, 'yes']","['green']","80","['blue']","['wood']","",28,5.80633333333333,"table_wood_green","['table']","list1"
"","['yes']",NA,"['color']","[1521, 'yes']","['silver']","81","['silver']","['metal']","",28,5.80633333333333,"bowl_metal_original","['bowl']","list1"
"","['yes']",NA,"['material']","[1429, 'yes']","['green']","82","['denim']","['denim']","",28,5.80633333333333,"jacket_denim_green","['jacket']","list1"
"","['yes']",NA,"['material']","[1601, 'no']","['green']","83","['rubber']","['rubber']","",28,5.80633333333333,"boot_rubber_green","['boot']","list1"
"","['no']",NA,"['material']","[1629, 'no']","['brown']","84","['plastic']","['wood']","",28,5.80633333333333,"box_wood_original","['box']","list1"
"","['no']",NA,"['material']","[1592, 'no']","['green']","85","['wood']","['plastic']","",28,5.80633333333333,"chair_plastic_green","['chair']","list1"
"","['yes']",NA,"['color']","[1521, 'yes']","['green']","86","['green']","['plastic']","",28,5.80633333333333,"pitcher_plastic_green","['pitcher']","list1"
"","['yes']",NA,"['material']","[1783, 'yes']","['pink']","87","['plastic']","['plastic']","",28,5.80633333333333,"plate_plastic_pink","['plate']","list1"
"","['yes']",NA,"['material']","[1530, 'no']","['white']","88","['paper']","['paper']","",28,5.80633333333333,"plate_paper_original","['plate']","list1"
"","['no']",NA,"['material']","['Late', 'no']","['clear']","89","['plastic']","['glass']","",28,5.80633333333333,"bottle_glass_original","['bottle']","list1"
"","['no']",NA,"['color']","[1537, 'no']","['clear']","90","['green']","['plastic']","",28,5.80633333333333,"bottle_plastic_original","['bottle']","list1"
"bot_check","",0,"","Jessica","","bot_check","","","Jessica",29,4.01158333333333,"","","list1"
"","['no']",NA,"['material']","['Late', '']","['silver']","practice_trial","['glass']","['metal']","",29,4.01158333333333,"ball_metal_original","['ball']","list1"
"","['yes']",NA,"['color']","[1432, 'no']","['yellow']","practice_trial","['yellow']","['wood']","",29,4.01158333333333,"door_wood_yellow","['door']","list1"
"","['no']",NA,"['color']","[1021, 'no']","['blue']","practice_trial","['red']","['metal']","",29,4.01158333333333,"ruler_metal_blue","['bag']","list1"
"","['yes']",NA,"['material']","[1513, 'yes']","['red']","practice_trial","['plastic']","['plastic']","",29,4.01158333333333,"ball_plastic_red","['ball']","list1"
"","['yes']",NA,"['material']","[1090, 'yes']","['green']","10","['plastic']","['plastic']","",29,4.01158333333333,"plate_plastic_green","['plate']","list1"
"","['yes']",NA,"['color']","[1372, 'yes']","['blue']","11","['blue']","['wood']","",29,4.01158333333333,"box_wood_blue","['box']","list1"
"","['no']",NA,"['material']","[1410, 'no']","['silver']","12","['leather']","['metal']","",29,4.01158333333333,"pitcher_metal_original","['pitcher']","list1"
"","['no']",NA,"['color']","[1202, 'no']","['black']","13","['red']","['leather']","",29,4.01158333333333,"boot_leather_original","['boot']","list1"
"","['no']",NA,"['color']","[1266, 'no']","['clear']","14","['green']","['plastic']","",29,4.01158333333333,"bottle_plastic_original","['bottle']","list1"
"","['no']",NA,"['color']","[1034, 'no']","['brown']","15","['clear']","['wood']","",29,4.01158333333333,"spoon_wood_original","['spoon']","list1"
"","['no']",NA,"['material']","[1632, 'no']","['green']","16","['denim']","['leather']","",29,4.01158333333333,"jacket_leather_green","['jacket']","list1"
"","['yes']",NA,"['color']","[1352, 'yes']","['green']","17","['green']","['metal']","",29,4.01158333333333,"table_metal_green","['table']","list1"
"","['no']",NA,"['color']","[1060, 'no']","['white']","18","['brown']","['plastic']","",29,4.01158333333333,"bag_plastic_original","['bag']","list1"
"","['yes']",NA,"['material']","[1374, 'yes']","['silver']","19","['metal']","['metal']","",29,4.01158333333333,"table_metal_original","['table']","list1"
"","['no']",NA,"['color']","[1060, 'no']","['blue']","20","['silver']","['plastic']","",29,4.01158333333333,"cup_plastic_blue","['cup']","list1"
"","['no']",NA,"['material']","[1028, 'no']","['blue']","21","['wood']","['plastic']","",29,4.01158333333333,"bag_plastic_blue","['bag']","list1"
"","['yes']",NA,"['material']","[1170, 'yes']","['brown']","22","['paper']","['paper']","",29,4.01158333333333,"bag_paper_original","['bag']","list1"
"","['yes']",NA,"['color']","[915, 'yes']","['green']","23","['green']","['wood']","",29,4.01158333333333,"spoon_wood_green","['spoon']","list1"
"","['no']",NA,"['material']","[1453, 'no']","['blue']","24","['leather']","['wood']","",29,4.01158333333333,"table_wood_blue","['table']","list1"
"","['no']",NA,"['material']","[852, 'no']","['clear']","25","['metal']","['plastic']","",29,4.01158333333333,"cup_plastic_original","['cup']","list1"
"","['yes']",NA,"['color']","[837, 'yes']","['green']","26","['green']","['plastic']","",29,4.01158333333333,"bag_plastic_green","['bag']","list1"
"","['no']",NA,"['material']","[1397, 'no']","['green']","27","['leather']","['metal']","",29,4.01158333333333,"cup_metal_green","['cup']","list1"
"","['yes']",NA,"['color']","[1459, 'yes']","['silver']","28","['silver']","['metal']","",29,4.01158333333333,"chair_metal_original","['chair']","list1"
