"utterance","correct_answer","rt","feature_type","response","correct_color","slide_number_in_experiment","feature","correct_material","object","workerid","Answer.time_in_minutes","label","item","speaker_cond"
"","['no']",NA,"['color']","[667, 'no']","['green']","63","['clear']","['wood']","",53,2.95811666666667,"spoon_wood_green","['spoon']","list2"
"","['no']",NA,"['material']","[768, 'no']","['green']","64","['paper']","['metal']","",53,2.95811666666667,"spoon_metal_green","['spoon']","list2"
"","['no']",NA,"['color']","[1161, 'no']","['blue']","65","['green']","['plastic']","",53,2.95811666666667,"chair_plastic_original","['chair']","list2"
"","['yes']",NA,"['material']","[721, 'yes']","['black']","66","['leather']","['leather']","",53,2.95811666666667,"boot_leather_original","['boot']","list2"
"","['no']",NA,"['color']","[734, 'no']","['silver']","67","['green']","['metal']","",53,2.95811666666667,"chair_metal_original","['chair']","list2"
"","['no']",NA,"['material']","[665, 'no']","['green']","68","['plastic']","['denim']","",53,2.95811666666667,"jacket_denim_green","['jacket']","list2"
"","['no']",NA,"['material']","[767, 'no']","['silver']","69","['glass']","['metal']","",53,2.95811666666667,"cup_metal_original","['cup']","list2"
"","['no']",NA,"['material']","[621, 'no']","['pink']","70","['glass']","['plastic']","",53,2.95811666666667,"plate_plastic_pink","['plate']","list2"
"","['yes']",NA,"['material']","[736, 'yes']","['blue']","71","['glass']","['glass']","",53,2.95811666666667,"bottle_glass_blue","['bottle']","list2"
"","['no']",NA,"['color']","[653, 'no']","['purple']","72","['clear']","['wood']","",53,2.95811666666667,"chair_wood_purple","['chair']","list2"
"","['no']",NA,"['material']","[720, 'no']","['silver']","73","['plastic']","['metal']","",53,2.95811666666667,"table_metal_original","['table']","list2"
"","['yes']",NA,"['color']","[650, 'no']","['green']","74","['green']","['metal']","",53,2.95811666666667,"bowl_metal_green","['bowl']","list2"
"","['yes']",NA,"['color']","[1102, 'yes']","['blue']","75","['blue']","['wood']","",53,2.95811666666667,"table_wood_blue","['table']","list2"
"","['yes']",NA,"['color']","[655, 'yes']","['blue']","76","['blue']","['metal']","",53,2.95811666666667,"table_metal_blue","['table']","list2"
"","['no']",NA,"['material']","[1394, 'no']","['green']","77","['glass']","['rubber']","",53,2.95811666666667,"boot_rubber_green","['boot']","list2"
"","['yes']",NA,"['color']","[1086, 'yes']","['clear']","78","['clear']","['glass']","",53,2.95811666666667,"bottle_glass_original","['bottle']","list2"
"","['yes']",NA,"['material']","[975, 'yes']","['green']","79","['plastic']","['plastic']","",53,2.95811666666667,"spoon_plastic_green","['spoon']","list2"
"","['no']",NA,"['color']","[697, 'no']","['green']","80","['red']","['glass']","",53,2.95811666666667,"bottle_glass_green","['bottle']","list2"
"","['no']",NA,"['color']","[818, 'no']","['green']","81","['silver']","['plastic']","",53,2.95811666666667,"pitcher_plastic_green","['pitcher']","list2"
"","['no']",NA,"['color']","[660, 'no']","['silver']","82","['pink']","['metal']","",53,2.95811666666667,"spoon_metal_original","['spoon']","list2"
"","['no']",NA,"['color']","[659, 'no']","['purple']","83","['red']","['leather']","",53,2.95811666666667,"jacket_leather_purple","['jacket']","list2"
"","['yes']",NA,"['material']","[722, 'yes']","['blue']","84","['plastic']","['plastic']","",53,2.95811666666667,"cup_plastic_blue","['cup']","list2"
"","['yes']",NA,"['color']","[693, 'yes']","['green']","85","['green']","['metal']","",53,2.95811666666667,"cup_metal_green","['cup']","list2"
"","['yes']",NA,"['color']","[978, 'yes']","['white']","86","['white']","['plastic']","",53,2.95811666666667,"spoon_plastic_original","['spoon']","list2"
"","['no']",NA,"['material']","[734, 'no']","['blue']","87","['denim']","['cardboard']","",53,2.95811666666667,"box_cardboard_blue","['box']","list2"
"","['yes']",NA,"['material']","[796, 'no']","['blue']","88","['plastic']","['plastic']","",53,2.95811666666667,"plate_plastic_original","['plate']","list2"
"","['no']",NA,"['material']","[945, 'no']","['green']","89","['wood']","['glass']","",53,2.95811666666667,"pitcher_glass_green","['pitcher']","list2"
"","['yes']",NA,"['color']","[1000, 'yes']","['clear']","90","['clear']","['glass']","",53,2.95811666666667,"bowl_glass_original","['bowl']","list2"
"bot_check","",0,"","Linda","","bot_check","","","Linda",54,3.78041666666667,"","","list2"
"","['no']",NA,"['material']","[1368, 'no']","['silver']","practice_trial","['glass']","['metal']","",54,3.78041666666667,"ball_metal_original","['ball']","list2"
"","['yes']",NA,"['color']","[1331, 'yes']","['yellow']","practice_trial","['yellow']","['wood']","",54,3.78041666666667,"door_wood_yellow","['door']","list2"
"","['no']",NA,"['color']","[1208, 'no']","['blue']","practice_trial","['red']","['metal']","",54,3.78041666666667,"ruler_metal_blue","['bag']","list2"
"","['yes']",NA,"['material']","[1347, 'yes']","['red']","practice_trial","['plastic']","['plastic']","",54,3.78041666666667,"ball_plastic_red","['ball']","list2"
"","['no']",NA,"['color']","[1227, 'no']","['green']","10","['red']","['glass']","",54,3.78041666666667,"bottle_glass_green","['bottle']","list2"
"","['yes']",NA,"['material']","[1435, 'yes']","['green']","11","['plastic']","['plastic']","",54,3.78041666666667,"spoon_plastic_green","['spoon']","list2"
"","['no']",NA,"['material']","[1172, 'no']","['pink']","12","['glass']","['plastic']","",54,3.78041666666667,"plate_plastic_pink","['plate']","list2"
"","['no']",NA,"['color']","[972, 'no']","['silver']","13","['pink']","['metal']","",54,3.78041666666667,"spoon_metal_original","['spoon']","list2"
"","['yes']",NA,"['color']","[1823, 'yes']","['brown']","14","['brown']","['wood']","",54,3.78041666666667,"box_wood_original","['box']","list2"
"","['yes']",NA,"['color']","[1689, 'yes']","['silver']","15","['silver']","['metal']","",54,3.78041666666667,"pitcher_metal_original","['pitcher']","list2"
"","['yes']",NA,"['material']","[784, 'yes']","['blue']","16","['denim']","['denim']","",54,3.78041666666667,"jacket_denim_original","['jacket']","list2"
"","['no']",NA,"['material']","[819, 'no']","['green']","17","['wood']","['glass']","",54,3.78041666666667,"pitcher_glass_green","['pitcher']","list2"
"","['yes']",NA,"['color']","[880, 'yes']","['green']","18","['green']","['metal']","",54,3.78041666666667,"bowl_metal_green","['bowl']","list2"
"","['yes']",NA,"['material']","[1037, 'no']","['green']","19","['wood']","['wood']","",54,3.78041666666667,"table_wood_green","['table']","list2"
"","['yes']",NA,"['material']","[810, 'yes']","['blue']","20","['plastic']","['plastic']","",54,3.78041666666667,"pitcher_plastic_blue","['pitcher']","list2"
"","['no']",NA,"['material']","[796, 'no']","['blue']","21","['cardboard']","['plastic']","",54,3.78041666666667,"spoon_plastic_blue","['spoon']","list2"
"","['no']",NA,"['color']","[1196, 'no']","['purple']","22","['clear']","['wood']","",54,3.78041666666667,"chair_wood_purple","['chair']","list2"
"","['no']",NA,"['material']","[1013, 'no']","['green']","23","['paper']","['metal']","",54,3.78041666666667,"spoon_metal_green","['spoon']","list2"
"","['no']",NA,"['material']","[700, 'no']","['silver']","24","['glass']","['metal']","",54,3.78041666666667,"cup_metal_original","['cup']","list2"
"","['no']",NA,"['material']","[968, 'no']","['green']","25","['leather']","['metal']","",54,3.78041666666667,"pitcher_metal_green","['pitcher']","list2"
"","['yes']",NA,"['material']","[839, 'yes']","['blue']","26","['glass']","['glass']","",54,3.78041666666667,"bottle_glass_blue","['bottle']","list2"
"","['yes']",NA,"['material']","[857, 'yes']","['black']","27","['leather']","['leather']","",54,3.78041666666667,"boot_leather_original","['boot']","list2"
"","['no']",NA,"['material']","[880, 'no']","['green']","28","['paper']","['leather']","",54,3.78041666666667,"boot_leather_green","['boot']","list2"
"","['no']",NA,"['color']","[1102, 'no']","['green']","29","['silver']","['plastic']","",54,3.78041666666667,"bag_plastic_green","['bag']","list2"
"","['no']",NA,"['material']","[810, 'no']","['white']","30","['wood']","['paper']","",54,3.78041666666667,"plate_paper_original","['plate']","list2"
"","['yes']",NA,"['color']","[1191, 'yes']","['brown']","31","['brown']","['cardboard']","",54,3.78041666666667,"box_cardboard_original","['box']","list2"
"","['no']",NA,"['color']","[992, 'no']","['green']","32","['clear']","['plastic']","",54,3.78041666666667,"cup_plastic_green","['cup']","list2"
"","['no']",NA,"['material']","[731, 'no']","['green']","33","['denim']","['metal']","",54,3.78041666666667,"chair_metal_green","['chair']","list2"
"","['no']",NA,"['material']","[729, 'no']","['blue']","34","['metal']","['wood']","",54,3.78041666666667,"spoon_wood_blue","['spoon']","list2"
"","['yes']",NA,"['material']","[894, 'yes']","['clear']","35","['plastic']","['plastic']","",54,3.78041666666667,"bottle_plastic_original","['bottle']","list2"
"","['yes']",NA,"['color']","[698, 'yes']","['blue']","36","['blue']","['plastic']","",54,3.78041666666667,"bag_plastic_blue","['bag']","list2"
"","['yes']",NA,"['color']","[723, 'no']","['green']","37","['green']","['rubber']","",54,3.78041666666667,"boot_rubber_original","['boot']","list2"
"","['no']",NA,"['material']","[958, 'no']","['silver']","38","['plastic']","['metal']","",54,3.78041666666667,"table_metal_original","['table']","list2"
"","['yes']",NA,"['color']","[884, 'yes']","['blue']","39","['blue']","['metal']","",54,3.78041666666667,"spoon_metal_blue","['spoon']","list2"
"","['no']",NA,"['material']","[752, 'no']","['green']","40","['cardboard']","['plastic']","",54,3.78041666666667,"plate_plastic_green","['plate']","list2"
"","['no']",NA,"['color']","[696, 'no']","['blue']","41","['clear']","['wood']","",54,3.78041666666667,"box_wood_blue","['box']","list2"
"","['no']",NA,"['material']","[641, 'no']","['green']","42","['glass']","['rubber']","",54,3.78041666666667,"boot_rubber_green","['boot']","list2"
"","['no']",NA,"['color']","[842, 'no']","['purple']","43","['blue']","['denim']","",54,3.78041666666667,"jacket_denim_purple","['jacket']","list2"
"","['yes']",NA,"['material']","[814, 'yes']","['white']","44","['plastic']","['plastic']","",54,3.78041666666667,"bag_plastic_original","['bag']","list2"
"","['yes']",NA,"['color']","[688, 'yes']","['blue']","45","['blue']","['metal']","",54,3.78041666666667,"table_metal_blue","['table']","list2"
"","['yes']",NA,"['material']","[749, 'yes']","['blue']","46","['plastic']","['plastic']","",54,3.78041666666667,"plate_plastic_original","['plate']","list2"
"","['yes']",NA,"['color']","[809, 'yes']","['brown']","47","['brown']","['wood']","",54,3.78041666666667,"table_wood_original","['table']","list2"
"","['no']",NA,"['color']","[795, 'no']","['green']","48","['blue']","['metal']","",54,3.78041666666667,"table_metal_green","['table']","list2"
"","['yes']",NA,"['material']","[711, 'yes']","['green']","49","['wood']","['wood']","",54,3.78041666666667,"box_wood_green","['box']","list2"
"","['yes']",NA,"['color']","[947, 'yes']","['clear']","50","['clear']","['glass']","",54,3.78041666666667,"bowl_glass_original","['bowl']","list2"
"","['no']",NA,"['color']","[1141, 'no']","['green']","51","['silver']","['plastic']","",54,3.78041666666667,"pitcher_plastic_green","['pitcher']","list2"
"","['no']",NA,"['material']","[701, 'no']","['blue']","52","['cardboard']","['glass']","",54,3.78041666666667,"bowl_glass_blue","['bowl']","list2"
"","['no']",NA,"['color']","[874, 'no']","['brown']","53","['silver']","['rubber']","",54,3.78041666666667,"boot_rubber_brown","['boot']","list2"
"","['yes']",NA,"['material']","[928, 'yes']","['purple']","54","['metal']","['metal']","",54,3.78041666666667,"chair_metal_purple","['chair']","list2"
"","['yes']",NA,"['color']","[815, 'yes']","['clear']","55","['clear']","['plastic']","",54,3.78041666666667,"cup_plastic_original","['cup']","list2"
"","['yes']",NA,"['material']","[1047, 'yes']","['purple']","56","['plastic']","['plastic']","",54,3.78041666666667,"chair_plastic_purple","['chair']","list2"
"","['no']",NA,"['color']","[1632, 'no']","['blue']","57","['green']","['metal']","",54,3.78041666666667,"pitcher_metal_blue","['pitcher']","list2"
"","['yes']",NA,"['material']","[854, 'yes']","['brown']","58","['wood']","['wood']","",54,3.78041666666667,"spoon_wood_original","['spoon']","list2"
"","['yes']",NA,"['color']","[808, 'yes']","['green']","59","['green']","['plastic']","",54,3.78041666666667,"chair_plastic_green","['chair']","list2"
"","['no']",NA,"['color']","[803, 'no']","['purple']","60","['red']","['leather']","",54,3.78041666666667,"jacket_leather_purple","['jacket']","list2"
"","['no']",NA,"['material']","[950, 'no']","['blue']","61","['glass']","['plastic']","",54,3.78041666666667,"bottle_plastic_blue","['bottle']","list2"
"","['yes']",NA,"['material']","[705, 'yes']","['green']","62","['cardboard']","['cardboard']","",54,3.78041666666667,"box_cardboard_green","['box']","list2"
"","['yes']",NA,"['color']","[1609, 'yes']","['green']","63","['green']","['paper']","",54,3.78041666666667,"plate_paper_green","['plate']","list2"
"","['no']",NA,"['color']","[1155, 'no']","['silver']","64","['green']","['metal']","",54,3.78041666666667,"chair_metal_original","['chair']","list2"
"","['no']",NA,"['color']","[1238, 'no']","['green']","65","['blue']","['glass']","",54,3.78041666666667,"bowl_glass_green","['bowl']","list2"
"","['no']",NA,"['material']","[989, 'no']","['brown']","66","['plastic']","['paper']","",54,3.78041666666667,"bag_paper_original","['bag']","list2"
"","['no']",NA,"['material']","[1386, 'no']","['green']","67","['denim']","['wood']","",54,3.78041666666667,"chair_wood_green","['chair']","list2"
"","['yes']",NA,"['material']","[737, 'yes']","['clear']","68","['glass']","['glass']","",54,3.78041666666667,"pitcher_glass_original","['pitcher']","list2"
"","['yes']",NA,"['color']","[776, 'yes']","['brown']","69","['brown']","['wood']","",54,3.78041666666667,"chair_wood_original","['chair']","list2"
"","['yes']",NA,"['color']","[818, 'yes']","['white']","70","['white']","['plastic']","",54,3.78041666666667,"spoon_plastic_original","['spoon']","list2"
"","['yes']",NA,"['material']","[609, 'yes']","['blue']","71","['plastic']","['plastic']","",54,3.78041666666667,"cup_plastic_blue","['cup']","list2"
"","['yes']",NA,"['color']","[898, 'yes']","['green']","72","['green']","['leather']","",54,3.78041666666667,"jacket_leather_green","['jacket']","list2"
"","['no']",NA,"['material']","[1860, 'no']","['blue']","73","['denim']","['cardboard']","",54,3.78041666666667,"box_cardboard_blue","['box']","list2"
"","['yes']",NA,"['color']","[836, 'yes']","['clear']","74","['clear']","['glass']","",54,3.78041666666667,"bottle_glass_original","['bottle']","list2"
"","['yes']",NA,"['material']","[892, 'yes']","['blue']","75","['metal']","['metal']","",54,3.78041666666667,"bowl_metal_blue","['bowl']","list2"
"","['yes']",NA,"['color']","[1331, 'yes']","['blue']","76","['blue']","['wood']","",54,3.78041666666667,"table_wood_blue","['table']","list2"
"","['no']",NA,"['color']","[989, 'no']","['blue']","77","['green']","['plastic']","",54,3.78041666666667,"chair_plastic_original","['chair']","list2"
"","['no']",NA,"['material']","[1026, 'no']","['green']","78","['plastic']","['denim']","",54,3.78041666666667,"jacket_denim_green","['jacket']","list2"
"","['no']",NA,"['color']","[905, 'no']","['blue']","79","['brown']","['metal']","",54,3.78041666666667,"cup_metal_blue","['cup']","list2"
"","['yes']",NA,"['color']","[1330, 'yes']","['brown']","80","['brown']","['leather']","",54,3.78041666666667,"boot_leather_brown","['boot']","list2"
"","['no']",NA,"['material']","[874, 'no']","['white']","81","['rubber']","['plastic']","",54,3.78041666666667,"pitcher_plastic_original","['pitcher']","list2"
"","['yes']",NA,"['color']","[776, 'yes']","['green']","82","['green']","['metal']","",54,3.78041666666667,"cup_metal_green","['cup']","list2"
"","['no']",NA,"['color']","[958, 'no']","['green']","83","['purple']","['plastic']","",54,3.78041666666667,"bottle_plastic_green","['bottle']","list2"
"","['no']",NA,"['color']","[1107, 'no']","['blue']","84","['green']","['paper']","",54,3.78041666666667,"bag_paper_blue","['bag']","list2"
"","['yes']",NA,"['material']","[999, 'yes']","['green']","85","['paper']","['paper']","",54,3.78041666666667,"bag_paper_green","['bag']","list2"
"","['no']",NA,"['color']","[899, 'no']","['silver']","86","['black']","['metal']","",54,3.78041666666667,"bowl_metal_original","['bowl']","list2"
"","['yes']",NA,"['material']","[1227, 'yes']","['blue']","87","['paper']","['paper']","",54,3.78041666666667,"plate_paper_blue","['plate']","list2"
"","['no']",NA,"['color']","[849, 'no']","['green']","88","['clear']","['wood']","",54,3.78041666666667,"spoon_wood_green","['spoon']","list2"
"","['yes']",NA,"['material']","[838, 'yes']","['black']","89","['leather']","['leather']","",54,3.78041666666667,"jacket_leather_original","['jacket']","list2"
"","['yes']",NA,"['color']","[1370, 'yes']","['blue']","90","['blue']","['glass']","",54,3.78041666666667,"pitcher_glass_blue","['pitcher']","list2"
"bot_check","",0,"","Margaret","","bot_check","","","Margaret",55,6.24655,"","","list2"
"","['no']",NA,"['material']","['Late', '']","['silver']","practice_trial","['glass']","['metal']","",55,6.24655,"ball_metal_original","['ball']","list2"
"","['yes']",NA,"['color']","['Late', '']","['yellow']","practice_trial","['yellow']","['wood']","",55,6.24655,"door_wood_yellow","['door']","list2"
"","['no']",NA,"['color']","['Late', '']","['blue']","practice_trial","['red']","['metal']","",55,6.24655,"ruler_metal_blue","['bag']","list2"
"","['yes']",NA,"['material']","[1050, 'yes']","['red']","practice_trial","['plastic']","['plastic']","",55,6.24655,"ball_plastic_red","['ball']","list2"
"","['no']",NA,"['color']","[1858, 'yes']","['green']","10","['clear']","['plastic']","",55,6.24655,"cup_plastic_green","['cup']","list2"
"","['no']",NA,"['color']","[1742, 'no']","['silver']","11","['green']","['metal']","",55,6.24655,"chair_metal_original","['chair']","list2"
"","['yes']",NA,"['color']","[1771, 'yes']","['brown']","12","['brown']","['cardboard']","",55,6.24655,"box_cardboard_original","['box']","list2"
"","['yes']",NA,"['color']","[1399, 'yes']","['brown']","13","['brown']","['wood']","",55,6.24655,"box_wood_original","['box']","list2"
"","['no']",NA,"['color']","[1232, 'no']","['green']","14","['silver']","['plastic']","",55,6.24655,"bag_plastic_green","['bag']","list2"
"","['yes']",NA,"['material']","[1731, 'yes']","['purple']","15","['metal']","['metal']","",55,6.24655,"chair_metal_purple","['chair']","list2"
"","['yes']",NA,"['color']","[1403, 'yes']","['blue']","16","['blue']","['glass']","",55,6.24655,"pitcher_glass_blue","['pitcher']","list2"
"","['yes']",NA,"['material']","[1597, 'yes']","['brown']","17","['wood']","['wood']","",55,6.24655,"spoon_wood_original","['spoon']","list2"
"","['no']",NA,"['material']","[1501, 'no']","['blue']","18","['cardboard']","['glass']","",55,6.24655,"bowl_glass_blue","['bowl']","list2"
"","['no']",NA,"['color']","[1612, 'no']","['blue']","19","['green']","['metal']","",55,6.24655,"pitcher_metal_blue","['pitcher']","list2"
"","['yes']",NA,"['color']","[1435, 'yes']","['blue']","20","['blue']","['plastic']","",55,6.24655,"bag_plastic_blue","['bag']","list2"
"","['yes']",NA,"['color']","['Late', '']","['blue']","21","['blue']","['metal']","",55,6.24655,"table_metal_blue","['table']","list2"
"","['yes']",NA,"['color']","[1027, 'yes']","['green']","22","['green']","['leather']","",55,6.24655,"jacket_leather_green","['jacket']","list2"
"","['yes']",NA,"['material']","[1125, 'yes']","['clear']","23","['glass']","['glass']","",55,6.24655,"pitcher_glass_original","['pitcher']","list2"
"","['no']",NA,"['material']","[1614, 'no']","['blue']","24","['cardboard']","['plastic']","",55,6.24655,"spoon_plastic_blue","['spoon']","list2"
"","['no']",NA,"['material']","[1549, 'no']","['green']","25","['paper']","['metal']","",55,6.24655,"spoon_metal_green","['spoon']","list2"
"","['no']",NA,"['color']","[1257, 'no']","['green']","26","['purple']","['plastic']","",55,6.24655,"bottle_plastic_green","['bottle']","list2"
"","['no']",NA,"['color']","[1725, 'no']","['green']","27","['blue']","['glass']","",55,6.24655,"bowl_glass_green","['bowl']","list2"
"","['yes']",NA,"['color']","[1716, 'yes']","['brown']","28","['brown']","['leather']","",55,6.24655,"boot_leather_brown","['boot']","list2"
"","['no']",NA,"['material']","[1260, 'no']","['green']","29","['paper']","['leather']","",55,6.24655,"boot_leather_green","['boot']","list2"
"","['no']",NA,"['color']","[1210, 'no']","['purple']","30","['red']","['leather']","",55,6.24655,"jacket_leather_purple","['jacket']","list2"
"","['yes']",NA,"['material']","['Late', '']","['green']","31","['plastic']","['plastic']","",55,6.24655,"spoon_plastic_green","['spoon']","list2"
"","['yes']",NA,"['material']","[1113, 'yes']","['blue']","32","['plastic']","['plastic']","",55,6.24655,"cup_plastic_blue","['cup']","list2"
"","['no']",NA,"['material']","[1387, 'no']","['silver']","33","['glass']","['metal']","",55,6.24655,"cup_metal_original","['cup']","list2"
"","['yes']",NA,"['material']","[1832, 'yes']","['blue']","34","['paper']","['paper']","",55,6.24655,"plate_paper_blue","['plate']","list2"
"","['yes']",NA,"['material']","[1372, 'yes']","['green']","35","['wood']","['wood']","",55,6.24655,"table_wood_green","['table']","list2"
"","['no']",NA,"['material']","[1819, 'yes']","['white']","36","['wood']","['paper']","",55,6.24655,"plate_paper_original","['plate']","list2"
"","['yes']",NA,"['material']","[1603, 'no']","['green']","37","['paper']","['paper']","",55,6.24655,"bag_paper_green","['bag']","list2"
"","['no']",NA,"['color']","[1514, 'no']","['blue']","38","['green']","['paper']","",55,6.24655,"bag_paper_blue","['bag']","list2"
"","['yes']",NA,"['color']","[1203, 'yes']","['green']","39","['green']","['metal']","",55,6.24655,"bowl_metal_green","['bowl']","list2"
"","['yes']",NA,"['material']","[1789, 'yes']","['blue']","40","['glass']","['glass']","",55,6.24655,"bottle_glass_blue","['bottle']","list2"
"","['yes']",NA,"['color']","[1273, 'yes']","['silver']","41","['silver']","['metal']","",55,6.24655,"pitcher_metal_original","['pitcher']","list2"
"","['yes']",NA,"['color']","[1424, 'yes']","['clear']","42","['clear']","['glass']","",55,6.24655,"bowl_glass_original","['bowl']","list2"
"","['yes']",NA,"['material']","[1427, 'yes']","['blue']","43","['denim']","['denim']","",55,6.24655,"jacket_denim_original","['jacket']","list2"
"","['no']",NA,"['material']","[1572, 'no']","['green']","44","['cardboard']","['plastic']","",55,6.24655,"plate_plastic_green","['plate']","list2"
"","['no']",NA,"['color']","[1605, 'no']","['silver']","45","['black']","['metal']","",55,6.24655,"bowl_metal_original","['bowl']","list2"
"","['yes']",NA,"['material']","[1999, 'yes']","['black']","46","['leather']","['leather']","",55,6.24655,"boot_leather_original","['boot']","list2"
"","['yes']",NA,"['color']","[1265, 'yes']","['white']","47","['white']","['plastic']","",55,6.24655,"spoon_plastic_original","['spoon']","list2"
"","['yes']",NA,"['material']","[1367, 'yes']","['green']","48","['cardboard']","['cardboard']","",55,6.24655,"box_cardboard_green","['box']","list2"
"","['yes']",NA,"['material']","[1797, 'yes']","['black']","49","['leather']","['leather']","",55,6.24655,"jacket_leather_original","['jacket']","list2"
"","['no']",NA,"['material']","[1224, 'no']","['blue']","50","['denim']","['cardboard']","",55,6.24655,"box_cardboard_blue","['box']","list2"
"","['no']",NA,"['material']","[1505, 'yes']","['pink']","51","['glass']","['plastic']","",55,6.24655,"plate_plastic_pink","['plate']","list2"
"","['no']",NA,"['material']","[1301, 'no']","['green']","52","['wood']","['glass']","",55,6.24655,"pitcher_glass_green","['pitcher']","list2"
"","['no']",NA,"['color']","[1239, 'no']","['green']","53","['clear']","['wood']","",55,6.24655,"spoon_wood_green","['spoon']","list2"
"","['yes']",NA,"['material']","[1869, 'no']","['blue']","54","['metal']","['metal']","",55,6.24655,"bowl_metal_blue","['bowl']","list2"
"","['no']",NA,"['color']","[1737, 'no']","['green']","55","['blue']","['metal']","",55,6.24655,"table_metal_green","['table']","list2"
"","['no']",NA,"['material']","[1970, 'no']","['blue']","56","['glass']","['plastic']","",55,6.24655,"bottle_plastic_blue","['bottle']","list2"
"","['yes']",NA,"['color']","[1422, 'yes']","['blue']","57","['blue']","['wood']","",55,6.24655,"table_wood_blue","['table']","list2"
"","['no']",NA,"['color']","[1111, 'no']","['green']","58","['silver']","['plastic']","",55,6.24655,"pitcher_plastic_green","['pitcher']","list2"
"","['no']",NA,"['color']","[1821, 'no']","['purple']","59","['blue']","['denim']","",55,6.24655,"jacket_denim_purple","['jacket']","list2"
"","['yes']",NA,"['color']","[1648, 'no']","['green']","60","['green']","['rubber']","",55,6.24655,"boot_rubber_original","['boot']","list2"
"","['no']",NA,"['material']","[1322, 'no']","['green']","61","['leather']","['metal']","",55,6.24655,"pitcher_metal_green","['pitcher']","list2"
"","['no']",NA,"['material']","[1177, 'no']","['green']","62","['glass']","['rubber']","",55,6.24655,"boot_rubber_green","['boot']","list2"
"","['yes']",NA,"['color']","[1253, 'yes']","['clear']","63","['clear']","['plastic']","",55,6.24655,"cup_plastic_original","['cup']","list2"
"","['no']",NA,"['color']","[1239, 'no']","['green']","64","['red']","['glass']","",55,6.24655,"bottle_glass_green","['bottle']","list2"
"","['yes']",NA,"['color']","[1123, 'yes']","['blue']","65","['blue']","['metal']","",55,6.24655,"spoon_metal_blue","['spoon']","list2"
"","['no']",NA,"['material']","[1180, 'no']","['green']","66","['plastic']","['denim']","",55,6.24655,"jacket_denim_green","['jacket']","list2"
"","['yes']",NA,"['material']","[1544, 'yes']","['clear']","67","['plastic']","['plastic']","",55,6.24655,"bottle_plastic_original","['bottle']","list2"
"","['yes']",NA,"['material']","[1375, 'yes']","['white']","68","['plastic']","['plastic']","",55,6.24655,"bag_plastic_original","['bag']","list2"
"","['no']",NA,"['material']","[1165, 'no']","['green']","69","['denim']","['metal']","",55,6.24655,"chair_metal_green","['chair']","list2"
"","['no']",NA,"['color']","[1510, 'no']","['blue']","70","['green']","['plastic']","",55,6.24655,"chair_plastic_original","['chair']","list2"
"","['no']",NA,"['material']","[1219, 'no']","['blue']","71","['metal']","['wood']","",55,6.24655,"spoon_wood_blue","['spoon']","list2"
"","['yes']",NA,"['material']","[1131, 'yes']","['blue']","72","['plastic']","['plastic']","",55,6.24655,"pitcher_plastic_blue","['pitcher']","list2"
"","['no']",NA,"['color']","[1291, 'no']","['brown']","73","['silver']","['rubber']","",55,6.24655,"boot_rubber_brown","['boot']","list2"
"","['no']",NA,"['material']","[1223, 'no']","['white']","74","['rubber']","['plastic']","",55,6.24655,"pitcher_plastic_original","['pitcher']","list2"
"","['yes']",NA,"['material']","[1361, 'yes']","['blue']","75","['plastic']","['plastic']","",55,6.24655,"plate_plastic_original","['plate']","list2"
"","['yes']",NA,"['color']","[1052, 'yes']","['brown']","76","['brown']","['wood']","",55,6.24655,"chair_wood_original","['chair']","list2"
"","['no']",NA,"['color']","[1001, 'no']","['silver']","77","['pink']","['metal']","",55,6.24655,"spoon_metal_original","['spoon']","list2"
"","['yes']",NA,"['material']","[1380, 'yes']","['purple']","78","['plastic']","['plastic']","",55,6.24655,"chair_plastic_purple","['chair']","list2"
"","['yes']",NA,"['color']","[1299, 'yes']","['green']","79","['green']","['plastic']","",55,6.24655,"chair_plastic_green","['chair']","list2"
"","['no']",NA,"['color']","[1488, 'no']","['purple']","80","['clear']","['wood']","",55,6.24655,"chair_wood_purple","['chair']","list2"
"","['no']",NA,"['material']","['Late', 'no']","['brown']","81","['plastic']","['paper']","",55,6.24655,"bag_paper_original","['bag']","list2"
"","['no']",NA,"['color']","['Late', 'yes']","['blue']","82","['brown']","['metal']","",55,6.24655,"cup_metal_blue","['cup']","list2"
"","['yes']",NA,"['material']","['Late', '']","['green']","83","['wood']","['wood']","",55,6.24655,"box_wood_green","['box']","list2"
"","['no']",NA,"['color']","['Late', 'no']","['blue']","84","['clear']","['wood']","",55,6.24655,"box_wood_blue","['box']","list2"
"","['yes']",NA,"['color']","[1570, 'no']","['green']","85","['green']","['paper']","",55,6.24655,"plate_paper_green","['plate']","list2"
"","['yes']",NA,"['color']","[1329, 'yes']","['green']","86","['green']","['metal']","",55,6.24655,"cup_metal_green","['cup']","list2"
"","['no']",NA,"['material']","[1561, 'no']","['silver']","87","['plastic']","['metal']","",55,6.24655,"table_metal_original","['table']","list2"
"","['yes']",NA,"['color']","[1055, 'yes']","['brown']","88","['brown']","['wood']","",55,6.24655,"table_wood_original","['table']","list2"
"","['no']",NA,"['material']","[1112, 'no']","['green']","89","['denim']","['wood']","",55,6.24655,"chair_wood_green","['chair']","list2"
"","['yes']",NA,"['color']","[1687, 'yes']","['clear']","90","['clear']","['glass']","",55,6.24655,"bottle_glass_original","['bottle']","list2"
