gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
3232-f	1592952213225	15	clickedObj		chair_metal_purple	high_difficulty	target	3	3	chair_metal_green	difficulty_distractor	distractor	4	2	chair_plastic_green	difficulty_distractor	distractor	1	1	chair_plastic_green	difficulty_distractor	distractor	2	4	1	1	0	purple chair		1592952210348
3232-f	1592952222658	16	clickedObj		plate_paper_blue	high_difficulty	target	1	4	plate_plastic_green	difficulty_distractor	distractor	2	1	plate_plastic_green	difficulty_distractor	distractor	4	2	plate_paper_green	difficulty_distractor	distractor	3	3	1	1	0	blue plate		1592952218922
3232-f	1592952234017	17	clickedObj		bottle_plastic_green	low_difficulty	target	1	3	bottle_glass_blue	difficulty_distractor	distractor	3	1	bottle_glass_green	difficulty_distractor	distractor	2	4	bottle_glass_blue	difficulty_distractor	distractor	4	2	1	1	0	green plastic bottle		1592952229902
3232-f	1592952241151	18	clickedObj		ball_plastic_blue_original	filler_none	target	3	3	bag_paper_brown_original	filler	distractor	1	4	bowl_metal_silver_original	filler	competitor	4	1	bag_paper_brown_original	filler	distractor	2	2	1	1	0	blue ball		1592952238869
3232-f	1592952249057	19	clickedObj		ruler_metal_green	filler_both	target	3	3	vase_glass_clear_original	filler	distractor	2	2	vase_glass_clear_original	filler	distractor	1	4	bowl_metal_green	filler	competitor	4	1	1	1	0	ruler		1592952247521
3232-f	1592952258714	20	clickedObj		chair_metal_green	high_difficulty	target	3	4	chair_plastic_purple	difficulty_distractor	distractor	2	3	chair_plastic_purple	difficulty_distractor	distractor	1	2	chair_metal_purple	difficulty_distractor	distractor	4	1	1	1	0	green chair		1592952256318
3232-f	1592952269312	21	clickedObj		bag_plastic_green	filler_color	target	3	3	door_steel_silver_original	filler	distractor	4	2	box_wood_green	filler	competitor	2	1	door_steel_silver_original	filler	distractor	1	4	1	1	0	plastic bag		1592952264663
3232-f	1592952282201	22	clickedObj		plate_plastic_blue_original	low_difficulty	target	4	1	plate_paper_green	difficulty_distractor	distractor	3	4	plate_paper_blue	difficulty_distractor	distractor	1	3	plate_paper_green	difficulty_distractor	distractor	2	2	1	1	0	blue plastic plate		1592952275633
3232-f	1592952294865	23	clickedObj		cup_plastic_green	low_difficulty	target	3	2	cup_metal_blue	difficulty_distractor	distractor	4	1	cup_metal_green	difficulty_distractor	distractor	2	4	cup_metal_blue	difficulty_distractor	distractor	1	3	1	1	0	green plastic cup		1592952292382
3232-f	1592952305892	24	clickedObj		bowl_glass_green	filler_material	target	1	3	ruler_metal_silver_original	filler	distractor	2	4	ruler_metal_silver_original	filler	distractor	3	2	vase_glass_clear_original	filler	competitor	4	1	1	1	0	green clear bowl		1592952303077
3232-f	1592952318101	25	clickedObj		plate_paper_blue	low_difficulty	target	2	2	plate_plastic_blue_original	difficulty_distractor	distractor	1	3	plate_plastic_pink	difficulty_distractor	distractor	4	1	plate_plastic_pink	difficulty_distractor	distractor	3	4	1	1	0	blue paper plate		1592952315274
3232-f	1592952332065	26	clickedObj		jacket_denim_purple	low_difficulty	target	1	2	jacket_leather_black_original	difficulty_distractor	distractor	3	1	jacket_leather_black_original	difficulty_distractor	distractor	4	4	jacket_leather_purple	difficulty_distractor	distractor	2	3	1	1	0	purple jean jacket		1592952328919
3232-f	1592952340086	27	clickedObj		table_metal_blue	low_difficulty	target	4	2	table_wood_brown_original	difficulty_distractor	distractor	3	1	table_wood_blue	difficulty_distractor	distractor	2	3	table_wood_brown_original	difficulty_distractor	distractor	1	4	1	1	0	long blue table		1592952338348
3232-f	1592952354014	28	clickedObj		ball_metal_green	filler_none	target	1	1	bag_paper_brown_original	filler	distractor	2	3	vase_glass_blue	filler	competitor	4	2	bag_paper_brown_original	filler	distractor	3	4	1	1	0	green ball		1592952350849
3232-f	1592952362148	29	clickedObj		box_cardboard_green	filler_none	target	2	2	door_wood_yellow	filler	distractor	3	3	door_wood_yellow	filler	distractor	1	4	ruler_metal_blue	filler	competitor	4	1	1	1	0	green box		1592952359082
3232-f	1592952373579	30	clickedObj		pitcher_metal_blue	low_difficulty	target	1	4	pitcher_plastic_white_original	difficulty_distractor	distractor	3	1	pitcher_plastic_blue	difficulty_distractor	distractor	4	3	pitcher_plastic_white_original	difficulty_distractor	distractor	2	2	1	1	0	blue shiny pitcher		1592952371060
3232-f	1592952382463	31	clickedObj		bottle_glass_green	low_difficulty	target	4	1	bottle_plastic_blue	difficulty_distractor	distractor	3	4	bottle_plastic_blue	difficulty_distractor	distractor	2	2	bottle_plastic_green	difficulty_distractor	distractor	1	3	1	1	0	green glass bottle		1592952379682
2053-a	1592923984146	1	clickedObj		chair_metal_green	difficulty_distractor	distractor	3	2	chair_metal_purple	high_difficulty	target	2	1	chair_wood_green	difficulty_distractor	distractor	4	3	chair_wood_green	difficulty_distractor	distractor	1	4	2	1	1	Purple chair	green	1592923980155___1592923982893
2053-a	1592924006792	2	clickedObj		plate_plastic_blue_original	low_difficulty	target	2	2	plate_paper_white_original	difficulty_distractor	distractor	1	4	plate_paper_blue	difficulty_distractor	distractor	3	3	plate_paper_white_original	difficulty_distractor	distractor	4	1	2	1	1	Plate that's a darker shade of blue	blue plate	1592924002810___1592924002993
2053-a	1592924017522	3	clickedObj		box_cardboard_green	filler_none	target	3	1	ball_plastic_red	filler	competitor	4	4	door_steel_yellow	filler	distractor	1	2	door_steel_yellow	filler	distractor	2	3	1	1	0	green box		1592924013962
2053-a	1592924032102	4	clickedObj		vase_wood_brown_original	filler_material	target	2	1	door_wood_yellow	filler	competitor	3	2	bowl_metal_green	filler	distractor	1	4	bowl_metal_green	filler	distractor	4	3	1	1	0	brown vase		1592924024413
2053-a	1592924042608	5	clickedObj		cup_metal_green	difficulty_distractor	distractor	4	1	cup_metal_silver_original	difficulty_distractor	distractor	3	2	cup_plastic_green	low_difficulty	target	2	4	cup_metal_silver_original	difficulty_distractor	distractor	1	3	1	1	0	green solo cup		1592924038893
2053-a	1592924066653	6	clickedObj		ball_metal_silver_original	filler_both	target	2	4	bowl_metal_silver_original	filler	competitor	3	1	box_wood_green	filler	distractor	1	3	box_wood_green	filler	distractor	4	2	1	1	0	round silver ball (looks like a bowling ball)		1592924062631
2053-a	1592924076755	7	clickedObj		table_metal_green	high_difficulty	target	2	2	table_metal_blue	difficulty_distractor	distractor	4	1	table_wood_blue	difficulty_distractor	distractor	3	3	table_wood_blue	difficulty_distractor	distractor	1	4	1	1	0	green table		1592924074461
2053-a	1592924087773	8	clickedObj		door_steel_red	filler_none	target	3	4	bowl_metal_green	filler	distractor	1	3	bowl_metal_green	filler	distractor	4	2	ruler_wood_brown_original	filler	competitor	2	1	1	1	0	red door		1592924082219
2053-a	1592924101682	9	clickedObj		boot_leather_green	high_difficulty	target	4	2	boot_rubber_brown	difficulty_distractor	distractor	2	4	boot_leather_brown	difficulty_distractor	distractor	1	3	boot_rubber_brown	difficulty_distractor	distractor	3	1	1	1	0	green boot		1592924099599
2053-a	1592924116711	10	clickedObj		chair_metal_green	high_difficulty	target	3	2	chair_metal_purple	difficulty_distractor	distractor	4	1	chair_wood_purple	difficulty_distractor	distractor	2	3	chair_wood_purple	difficulty_distractor	distractor	1	4	1	1	0	green chair		1592924111807
2053-a	1592924133435	11	clickedObj		ball_metal_green	filler_none	target	3	2	vase_glass_blue	filler	distractor	4	1	door_wood_red	filler	competitor	2	4	vase_glass_blue	filler	distractor	1	3	1	1	0	round green ball		1592924130558
2053-a	1592924161307	12	clickedObj		bottle_glass_green	low_difficulty	target	2	1	bottle_plastic_green	difficulty_distractor	distractor	1	4	bottle_plastic_clear_original	difficulty_distractor	distractor	4	3	bottle_plastic_clear_original	difficulty_distractor	distractor	3	2	1	1	0	glass green bottle with metal clasp top		1592924153440
2053-a	1592924172308	13	clickedObj		door_wood_brown_original	filler_color	target	2	1	ball_metal_red	filler	distractor	4	3	box_cardboard_brown_original	filler	competitor	1	4	ball_metal_red	filler	distractor	3	2	1	1	0	brown door		1592924166508
2053-a	1592924181858	14	clickedObj		table_metal_blue	high_difficulty	target	4	4	table_wood_green	difficulty_distractor	distractor	1	1	table_wood_green	difficulty_distractor	distractor	3	2	table_metal_green	difficulty_distractor	distractor	2	3	1	1	0	blue table		1592924179827
2053-a	1592924193512	15	clickedObj		ruler_wood_blue	filler_material	target	4	1	vase_glass_green	filler	distractor	2	3	vase_glass_green	filler	distractor	1	4	box_wood_brown_original	filler	competitor	3	2	1	1	0	blue ruler		1592924190478
2053-a	1592924210921	16	clickedObj		spoon_wood_green	high_difficulty	target	2	3	spoon_metal_blue	difficulty_distractor	distractor	4	1	spoon_metal_blue	difficulty_distractor	distractor	3	2	spoon_wood_blue	difficulty_distractor	distractor	1	4	1	1	0	green wooden spoon		1592924207197
2053-a	1592924228151	17	clickedObj		bowl_glass_blue	filler_both	target	2	2	vase_glass_blue	filler	competitor	3	3	ball_plastic_red	filler	distractor	4	4	ball_plastic_red	filler	distractor	1	1	1	1	0	clear glass bowl		1592924219728
2053-a	1592924263818	18	clickedObj		plate_paper_blue	low_difficulty	target	2	1	plate_plastic_green	difficulty_distractor	distractor	3	4	plate_plastic_green	difficulty_distractor	distractor	4	2	plate_plastic_blue_original	difficulty_distractor	distractor	1	3	1	1	0	blue plate that's a lighter shade of blue		1592924258401
2053-a	1592924277553	19	clickedObj		plate_paper_blue	high_difficulty	target	2	2	plate_plastic_green	difficulty_distractor	distractor	1	3	plate_plastic_green	difficulty_distractor	distractor	4	1	plate_paper_green	difficulty_distractor	distractor	3	4	1	1	0	blue plate		1592924269372
2053-a	1592924288585	20	clickedObj		bowl_glass_green	filler_material	target	4	3	box_cardboard_brown_original	filler	distractor	2	2	box_cardboard_brown_original	filler	distractor	3	1	vase_glass_blue	filler	competitor	1	4	1	1	0	green glass bowl		1592924285966
2053-a	1592924319769	21	clickedObj		bottle_plastic_green	low_difficulty	target	3	3	bottle_glass_clear_original	difficulty_distractor	distractor	4	1	bottle_glass_clear_original	difficulty_distractor	distractor	2	2	bottle_glass_green	difficulty_distractor	distractor	1	4	1	1	0	plastic green bottle with plastic screw top 		1592924313010
2053-a	1592924392587	22	clickedObj		pitcher_metal_blue	low_difficulty	target	4	4	pitcher_plastic_white_original	difficulty_distractor	distractor	2	1	pitcher_plastic_white_original	difficulty_distractor	distractor	3	3	pitcher_plastic_blue	difficulty_distractor	distractor	1	2	1	1	0	blue pitcher with curved handle, looks like metal and handle connects to pitcher		1592924367828
2053-a	1592924405701	23	clickedObj		box_wood_blue	filler_color	target	1	4	bag_paper_brown_original	filler	distractor	4	3	ruler_metal_blue	filler	competitor	2	2	bag_paper_brown_original	filler	distractor	3	1	1	1	0	wooden blue box		1592924400559
2053-a	1592924424723	24	clickedObj		table_metal_blue	low_difficulty	target	3	1	table_wood_green	difficulty_distractor	distractor	2	2	table_wood_green	difficulty_distractor	distractor	1	3	table_wood_blue	difficulty_distractor	distractor	4	4	1	1	0	larger blue table		1592924420611
2053-a	1592924440307	25	clickedObj		jacket_leather_purple	difficulty_distractor	distractor	4	1	jacket_denim_purple	low_difficulty	target	2	2	jacket_leather_black_original	difficulty_distractor	distractor	1	4	jacket_leather_black_original	difficulty_distractor	distractor	3	3	1	1	0	purple denim jacket		1592924436051
2053-a	1592924449443	26	clickedObj		table_metal_silver_original	high_difficulty	target	2	1	table_wood_green	difficulty_distractor	distractor	1	2	table_wood_green	difficulty_distractor	distractor	4	4	table_metal_green	difficulty_distractor	distractor	3	3	1	1	0	silver table		1592924447077
2053-a	1592924457868	27	clickedObj		bag_plastic_green	filler_color	target	1	2	box_cardboard_blue	filler	distractor	2	1	bowl_metal_green	filler	competitor	3	3	box_cardboard_blue	filler	distractor	4	4	1	1	0	green plastic bag		1592924455158
2053-a	1592924466615	28	clickedObj		bag_plastic_blue	filler_color	target	4	3	vase_glass_blue	filler	competitor	1	4	bowl_metal_green	filler	distractor	3	1	bowl_metal_green	filler	distractor	2	2	1	1	0	blue plastic bag		1592924463382
2053-a	1592924475481	29	clickedObj		ball_plastic_blue_original	filler_none	target	4	2	vase_wood_green	filler	competitor	2	3	door_steel_yellow	filler	distractor	1	4	door_steel_yellow	filler	distractor	3	1	1	1	0	blue ball		1592924473183
2053-a	1592924489906	30	clickedObj		bowl_metal_blue	filler_both	target	4	3	box_wood_brown_original	filler	distractor	2	2	ruler_metal_blue	filler	competitor	1	4	box_wood_brown_original	filler	distractor	3	1	1	1	0	silver mixing bowl		1592924484399
2053-a	1592924506047	31	clickedObj		bowl_metal_green	filler	distractor	1	1	vase_wood_blue	filler_material	target	4	3	box_wood_brown_original	filler	competitor	3	4	bowl_metal_green	filler	distractor	2	2	1	1	0	blue vase		1592924499554
2053-a	1592924513333	32	clickedObj		ruler_metal_green	filler_both	target	1	2	box_cardboard_brown_original	filler	distractor	4	3	bowl_metal_green	filler	competitor	3	4	box_cardboard_brown_original	filler	distractor	2	1	1	1	0	green ruler		1592924511159
4376-9	1592938203932	1	clickedObj		ball_metal_green	filler_none	target	1	2	bag_plastic_white_original	filler	distractor	4	3	door_wood_red	filler	competitor	2	1	bag_plastic_white_original	filler	distractor	3	4	1	1	0	The green ball		1592938201311
4376-9	1592938216443	2	clickedObj		boot_leather_green	high_difficulty	target	3	3	boot_rubber_black_original	difficulty_distractor	distractor	1	1	boot_leather_black_original	difficulty_distractor	distractor	4	2	boot_rubber_black_original	difficulty_distractor	distractor	2	4	1	1	0	Green boot		1592938215040
4376-9	1592938225459	3	clickedObj		bowl_glass_green	filler_material	target	4	4	vase_glass_blue	filler	competitor	3	3	bag_paper_brown_original	filler	distractor	2	1	bag_paper_brown_original	filler	distractor	1	2	1	1	0	bowl		1592938223822
4376-9	1592938236634	4	clickedObj		box_wood_blue	filler_color	target	1	4	bag_paper_brown_original	filler	distractor	3	1	bag_paper_brown_original	filler	distractor	2	3	vase_glass_blue	filler	competitor	4	2	1	1	0	box		1592938234918
4376-9	1592938254358	5	clickedObj		pitcher_metal_blue	low_difficulty	target	1	3	pitcher_glass_green	difficulty_distractor	distractor	4	1	pitcher_glass_green	difficulty_distractor	distractor	3	4	pitcher_glass_blue	difficulty_distractor	distractor	2	2	1	1	0	shiny blue vase		1592938251840
4376-9	1592938266493	6	clickedObj		plate_paper_blue	low_difficulty	target	2	2	plate_plastic_green	difficulty_distractor	distractor	4	1	plate_plastic_green	difficulty_distractor	distractor	3	3	plate_plastic_blue_original	difficulty_distractor	distractor	1	4	1	1	0	light blue plate		1592938263712
4376-9	1592938278292	7	clickedObj		vase_wood_brown_original	filler_material	target	2	3	door_wood_red	filler	competitor	3	1	bowl_glass_clear_original	filler	distractor	4	4	bowl_glass_clear_original	filler	distractor	1	2	1	1	0	wooden vase		1592938276912
4376-9	1592938297458	8	clickedObj		cup_plastic_green	low_difficulty	target	1	1	cup_metal_green	difficulty_distractor	distractor	2	3	cup_metal_blue	difficulty_distractor	distractor	4	4	cup_metal_blue	difficulty_distractor	distractor	3	2	1	1	0	disposable cup		1592938294096
4376-9	1592938305480	9	clickedObj		ruler_wood_blue	filler_material	target	4	1	box_wood_brown_original	filler	competitor	2	3	ball_metal_red	filler	distractor	3	2	ball_metal_red	filler	distractor	1	4	1	1	0	ruler		1592938303989
4376-9	1592938314582	10	clickedObj		vase_wood_blue	filler_material	target	4	2	ball_metal_red	filler	distractor	1	1	ball_metal_red	filler	distractor	2	3	box_wood_green	filler	competitor	3	4	1	1	0	blue vase		1592938313153
4376-9	1592938323517	11	clickedObj		bowl_metal_blue	filler_both	target	4	2	vase_wood_green	filler	distractor	2	4	vase_wood_green	filler	distractor	3	3	ruler_metal_blue	filler	competitor	1	1	1	1	0	bowl		1592938321424
4376-9	1592938337587	12	clickedObj		table_metal_blue	low_difficulty	target	3	4	table_wood_blue	difficulty_distractor	distractor	1	1	table_wood_brown_original	difficulty_distractor	distractor	2	2	table_wood_brown_original	difficulty_distractor	distractor	4	3	1	1	0	long blue table		1592938335134
4376-9	1592938349546	13	clickedObj		table_metal_blue	difficulty_distractor	distractor	1	2	table_wood_blue	difficulty_distractor	distractor	2	3	table_wood_blue	difficulty_distractor	distractor	3	1	table_metal_silver_original	high_difficulty	target	4	4	1	1	0	long blue table		1592938346743
4376-9	1592938360081	14	clickedObj		door_steel_red	filler_none	target	2	2	box_cardboard_blue	filler	competitor	1	1	bag_paper_brown_original	filler	distractor	4	3	bag_paper_brown_original	filler	distractor	3	4	1	1	0	door		1592938355287
4376-9	1592938372895	15	clickedObj		jacket_denim_purple	low_difficulty	target	2	1	jacket_leather_green	difficulty_distractor	distractor	1	3	jacket_leather_green	difficulty_distractor	distractor	4	4	jacket_leather_purple	difficulty_distractor	distractor	3	2	1	1	0	denim jacket		1592938370776
4376-9	1592938383934	16	clickedObj		table_metal_blue	high_difficulty	target	3	2	table_metal_green	difficulty_distractor	distractor	2	4	table_wood_green	difficulty_distractor	distractor	4	3	table_wood_green	difficulty_distractor	distractor	1	1	1	1	0	blue table		1592938380714
4376-9	1592938393461	17	clickedObj		chair_metal_purple	high_difficulty	target	1	3	chair_plastic_green	difficulty_distractor	distractor	3	1	chair_plastic_green	difficulty_distractor	distractor	4	2	chair_metal_green	difficulty_distractor	distractor	2	4	1	1	0	purple chair		1592938391997
4376-9	1592938401891	18	clickedObj		bowl_glass_blue	filler_both	target	2	3	ruler_wood_brown_original	filler	distractor	3	1	vase_glass_blue	filler	competitor	4	2	ruler_wood_brown_original	filler	distractor	1	4	1	1	0	bowl		1592938399204
4376-9	1592938408780	19	clickedObj		ball_plastic_blue_original	filler_none	target	1	1	ruler_wood_brown_original	filler	competitor	3	4	door_steel_silver_original	filler	distractor	4	2	door_steel_silver_original	filler	distractor	2	3	1	1	0	ball		1592938407277
4376-9	1592938418777	20	clickedObj		chair_metal_green	high_difficulty	target	1	2	chair_wood_purple	difficulty_distractor	distractor	3	3	chair_wood_purple	difficulty_distractor	distractor	4	1	chair_metal_purple	difficulty_distractor	distractor	2	4	1	1	0	green chair		1592938415740
4376-9	1592938433015	21	clickedObj		bottle_plastic_green	low_difficulty	target	4	3	bottle_glass_clear_original	difficulty_distractor	distractor	2	2	bottle_glass_green	difficulty_distractor	distractor	3	1	bottle_glass_clear_original	difficulty_distractor	distractor	1	4	1	1	0	plastic bottle		1592938430973
4376-9	1592938440746	22	clickedObj		bag_plastic_blue	filler_color	target	1	3	box_cardboard_blue	filler	competitor	2	4	bowl_metal_silver_original	filler	distractor	4	2	bowl_metal_silver_original	filler	distractor	3	1	1	1	0	bag		1592938438382
4376-9	1592938449063	23	clickedObj		ruler_metal_green	filler_both	target	1	3	bowl_metal_green	filler	competitor	3	4	ball_plastic_red	filler	distractor	4	2	ball_plastic_red	filler	distractor	2	1	1	1	0	ruler		1592938446499
4376-9	1592938459861	24	clickedObj		spoon_wood_green	high_difficulty	target	1	2	spoon_plastic_blue	difficulty_distractor	distractor	3	4	spoon_wood_blue	difficulty_distractor	distractor	4	3	spoon_plastic_blue	difficulty_distractor	distractor	2	1	1	1	0	green spoon		1592938458372
4376-9	1592938470787	25	clickedObj		table_metal_green	high_difficulty	target	2	4	table_metal_blue	difficulty_distractor	distractor	3	2	table_wood_blue	difficulty_distractor	distractor	1	1	table_wood_blue	difficulty_distractor	distractor	4	3	1	1	0	green table		1592938467140
4376-9	1592938478003	26	clickedObj		door_wood_brown_original	filler_color	target	4	2	ball_plastic_red	filler	distractor	3	3	ball_plastic_red	filler	distractor	2	1	box_cardboard_brown_original	filler	competitor	1	4	1	1	0	door		1592938476596
4376-9	1592938484600	27	clickedObj		box_cardboard_green	filler_none	target	3	4	vase_glass_clear_original	filler	distractor	2	2	vase_glass_clear_original	filler	distractor	4	1	ball_plastic_red	filler	competitor	1	3	1	1	0	box		1592938483053
4376-9	1592938491290	28	clickedObj		ball_metal_silver_original	filler_both	target	4	3	door_wood_red	filler	distractor	3	2	ruler_metal_silver_original	filler	competitor	1	4	door_wood_red	filler	distractor	2	1	1	1	0	ball		1592938489829
4376-9	1592938499569	29	clickedObj		plate_paper_blue	high_difficulty	target	2	3	plate_paper_green	difficulty_distractor	distractor	4	1	plate_plastic_green	difficulty_distractor	distractor	1	4	plate_plastic_green	difficulty_distractor	distractor	3	2	1	1	0	blue plate		1592938497708
4376-9	1592938506109	30	clickedObj		bag_plastic_green	filler_color	target	1	3	bowl_metal_silver_original	filler	distractor	3	2	bowl_metal_silver_original	filler	distractor	2	4	vase_wood_green	filler	competitor	4	1	1	1	0	bag		1592938504790
4376-9	1592938523573	31	clickedObj		plate_plastic_blue_original	low_difficulty	target	4	3	plate_paper_blue	difficulty_distractor	distractor	1	1	plate_paper_green	difficulty_distractor	distractor	2	2	plate_paper_green	difficulty_distractor	distractor	3	4	1	1	0	dark blue plate		1592938520421
4376-9	1592938550224	32	clickedObj		bottle_glass_green	low_difficulty	target	1	3	bottle_plastic_clear_original	difficulty_distractor	distractor	3	2	bottle_plastic_clear_original	difficulty_distractor	distractor	2	1	bottle_plastic_green	difficulty_distractor	distractor	4	4	1	1	0	green glass bottle		1592938548155
8573-e	1592937808924	1	clickedObj		bowl_metal_blue	filler_both	target	1	2	door_steel_silver_original	filler	distractor	3	3	ruler_metal_blue	filler	competitor	4	1	door_steel_silver_original	filler	distractor	2	4	1	1	0	bowl		1592937807345
8573-e	1592937820506	2	clickedObj		spoon_wood_green	high_difficulty	target	4	1	spoon_plastic_blue	difficulty_distractor	distractor	1	3	spoon_wood_blue	difficulty_distractor	distractor	3	4	spoon_plastic_blue	difficulty_distractor	distractor	2	2	1	1	0	green spoon		1592937819238
8573-e	1592937832901	3	clickedObj		chair_metal_green	high_difficulty	target	3	1	chair_wood_purple	difficulty_distractor	distractor	4	3	chair_metal_purple	difficulty_distractor	distractor	2	2	chair_wood_purple	difficulty_distractor	distractor	1	4	1	1	0	green chair		1592937831074
8573-e	1592937839792	4	clickedObj		ruler_metal_green	filler_both	target	1	3	box_cardboard_blue	filler	distractor	2	2	bowl_metal_green	filler	competitor	4	1	box_cardboard_blue	filler	distractor	3	4	1	1	0	green ruler		1592937838248
8573-e	1592937845892	5	clickedObj		bag_plastic_blue	filler_color	target	1	2	bowl_metal_green	filler	distractor	4	3	vase_glass_blue	filler	competitor	3	4	bowl_metal_green	filler	distractor	2	1	1	1	0	blue bag		1592937844410
8573-e	1592937855079	6	clickedObj		ball_metal_silver_original	filler_both	target	2	2	bag_paper_green	filler	distractor	4	1	ruler_metal_silver_original	filler	competitor	1	3	bag_paper_green	filler	distractor	3	4	1	1	0	circle		1592937851315
8573-e	1592937864297	7	clickedObj		table_metal_green	high_difficulty	target	2	4	table_wood_blue	difficulty_distractor	distractor	3	1	table_metal_blue	difficulty_distractor	distractor	4	2	table_wood_blue	difficulty_distractor	distractor	1	3	1	1	0	green table		1592937862808
8573-e	1592937870076	8	clickedObj		door_steel_red	filler_none	target	4	1	bag_plastic_white_original	filler	distractor	3	2	bag_plastic_white_original	filler	distractor	1	4	box_wood_green	filler	competitor	2	3	1	1	0	red door		1592937868618
8573-e	1592937880793	9	clickedObj		cup_plastic_green	low_difficulty	target	2	1	cup_metal_green	difficulty_distractor	distractor	1	3	cup_metal_blue	difficulty_distractor	distractor	4	2	cup_metal_blue	difficulty_distractor	distractor	3	4	1	1	0	green plastic cup		1592937879410
